,fall,geolocation,id,mass,name,nametype,recclass,reclat,reclong,year
211,Fell,"{'latitude': '43.76111', 'longitude': '-84.50778'}",5401,469,Coleman,Valid,L6,43.761110,-84.507780,1994-01-01T00:00:00.000
212,Fell,"{'latitude': '42.53333', 'longitude': '12.61667'}",5403,5000,Collescipoli,Valid,H5,42.533330,12.616670,1890-01-01T00:00:00.000
213,Fell,"{'latitude': '-19.85', 'longitude': '-47.55'}",5418,20350,Conquista,Valid,H4,-19.850000,-47.550000,1965-01-01T00:00:00.000
214,Fell,"{'latitude': '21.16667', 'longitude': '-100.86667'}",5451,1200,Cosina,Valid,H5,21.166670,-100.866670,1844-01-01T00:00:00.000
215,Fell,"{'latitude': '10.2', 'longitude': '76.26667'}",5465,1460,Cranganore,Valid,L6,10.200000,76.266670,1917-01-01T00:00:00.000
216,Fell,"{'latitude': '35.95', 'longitude': '-97.58333'}",5470,78.400000000000006,Crescent,Valid,CM2,35.950000,-97.583330,1936-01-01T00:00:00.000
217,Fell,"{'latitude': '-27.7', 'longitude': '27.3'}",5474,3650,Cronstad,Valid,H5,-27.700000,27.300000,1877-01-01T00:00:00.000
218,Fell,"{'latitude': '35.63333', 'longitude': '-78.13333'}",5476,167,Cross Roads,Valid,H5,35.633330,-78.133330,1892-01-01T00:00:00.000
219,Fell,"{'latitude': '54.61667', 'longitude': '-6.21667'}",5477,4255,Crumlin,Valid,L5,54.616670,-6.216670,1902-01-01T00:00:00.000
220,Fell,"{'latitude': '36.83333', 'longitude': '-84.35'}",5496,17000,Cumberland Falls,Valid,Aubrite,36.833330,-84.350000,1919-01-01T00:00:00.000
221,Fell,"{'latitude': '38.4', 'longitude': '-84.25'}",5500,6000,Cynthiana,Valid,L/LL4,38.400000,-84.250000,1877-01-01T00:00:00.000
222,Fell,"{'latitude': '35.61667', 'longitude': '8.83333'}",5504,18000,Dahmani,Valid,LL6,35.616670,8.833330,1981-01-01T00:00:00.000
223,Fell,"{'latitude': '26.91667', 'longitude': '83.96667'}",5511,5650,Dandapur,Valid,L6,26.916670,83.966670,1878-01-01T00:00:00.000
224,Fell,"{'latitude': '-28.2', 'longitude': '24.56667'}",5513,1064,Daniel's Kuil,Valid,EL6,-28.200000,24.566670,1868-01-01T00:00:00.000
225,Fell,"{'latitude': '34.4', 'longitude': '-87.06667'}",5514,2000,Danville,Valid,L6,34.400000,-87.066670,1868-01-01T00:00:00.000
226,Fell,"{'latitude': '49.86667', 'longitude': '8.65'}",6603,100,Darmstadt,Valid,H5,49.866670,8.650000,1804-01-01T00:00:00.000
227,Fell,"{'latitude': '41.98444', 'longitude': '59.685'}",6604,7000,Dashoguz,Valid,H5,41.984440,59.685000,1998-01-01T00:00:00.000
228,Fell,"{'latitude': '-1.87089', 'longitude': '-79.95756'}",51559,6580,Daule,Valid,L5,-1.870890,-79.957560,2008-01-01T00:00:00.000
229,Fell,"{'latitude': '43.0', 'longitude': '-80.0'}",6621,340,De Cewsville,Valid,H6,43.000000,-80.000000,1887-01-01T00:00:00.000
230,Fell,"{'latitude': '40.25', 'longitude': '-74.0'}",6634,28,Deal,Valid,L6,40.250000,-74.000000,1829-01-01T00:00:00.000
231,Fell,"{'latitude': '28.56667', 'longitude': '77.25'}",6642,0.8,Delhi,Valid,L5,28.566670,77.250000,1897-01-01T00:00:00.000
232,Fell,"{'latitude': '51.46667', 'longitude': '84.76667'}",6649,16400,Demina,Valid,L6,51.466670,84.766670,1911-01-01T00:00:00.000
233,Fell,"{'latitude': '39.7825', 'longitude': '-104.93056'}",6660,230,Denver,Valid,L6,39.782500,-104.930560,1967-01-01T00:00:00.000
234,Fell,"{'latitude': '26.68333', 'longitude': '93.86667'}",6664,12500,Dergaon,Valid,H5,26.683330,93.866670,2001-01-01T00:00:00.000
235,Fell,"{'latitude': '25.73333', 'longitude': '73.61667'}",6693,25400,Desuri,Valid,H6,25.733330,73.616670,1962-01-01T00:00:00.000
236,Fell,"{'latitude': '19.0', 'longitude': '81.0'}",6694,12000,Devgaon,Valid,H3.8,19.000000,81.000000,2001-01-01T00:00:00.000
237,Fell,"{'latitude': '24.225', 'longitude': '76.525'}",6696,1140,Devri-Khera,Valid,L6,24.225000,76.525000,1994-01-01T00:00:00.000
238,Fell,"{'latitude': '22.37778', 'longitude': '71.42722'}",6698,45000,Dhajala,Valid,H3.8,22.377780,71.427220,1976-01-01T00:00:00.000
239,Fell,"{'latitude': '14.88333', 'longitude': '75.6'}",6699,1800,Dharwar,Valid,OC,14.883330,75.600000,1848-01-01T00:00:00.000
240,Fell,"{'latitude': '32.23333', 'longitude': '76.46667'}",7640,32000,Dhurmsala,Valid,LL6,32.233330,76.466670,1860-01-01T00:00:00.000
241,Fell,"{'latitude': '37.35172', 'longitude': '27.32997'}",47350,3396,Didim,Valid,H3-5,37.351720,27.329970,2007-01-01T00:00:00.000
242,Fell,"{'latitude': '-33.75', 'longitude': '18.56667'}",7642,1000,Diep River,Valid,L6,-33.750000,18.566670,1906-01-01T00:00:00.000
243,Fell,"{'latitude': '-31.88333', 'longitude': '-60.46667'}",7649,400,Distrito Quebracho,Valid,H4,-31.883330,-60.466670,1957-01-01T00:00:00.000
244,Fell,"{'latitude': '-7.5', 'longitude': '111.5'}",7652,166000,Djati-Pengilon,Valid,H6,-7.500000,111.500000,1884-01-01T00:00:00.000
245,Fell,"{'latitude': '12.73333', 'longitude': '15.05'}",7656,3950,Djermaia,Valid,H,12.733330,15.050000,1961-01-01T00:00:00.000
246,Fell,"{'latitude': '36.95', 'longitude': '9.55'}",7657,10000,Djoumine,Valid,H5-6,36.950000,9.550000,1999-01-01T00:00:00.000
247,Fell,"{'latitude': '23.5', 'longitude': '90.33333'}",7658,3840,Dokachi,Valid,H5,23.500000,90.333330,1903-01-01T00:00:00.000
248,Fell,"{'latitude': '50.75', 'longitude': '25.3'}",7659,1600,Dolgovoli,Valid,L6,50.750000,25.300000,1864-01-01T00:00:00.000
249,Fell,"{'latitude': '40.0', 'longitude': '29.0'}",7661,438,Domanitch,Valid,L5,40.000000,29.000000,1907-01-01T00:00:00.000
250,Fell,"{'latitude': '45.5', 'longitude': '119.03333'}",7706,128800,Dong Ujimqin Qi,Valid,Mesosiderite,45.500000,119.033330,1995-01-01T00:00:00.000
251,Fell,"{'latitude': '21.86667', 'longitude': '82.45'}",7707,230,Donga Kohrod,Valid,H6,21.866670,82.450000,1899-01-01T00:00:00.000
252,Fell,"{'latitude': '32.91667', 'longitude': '120.78333'}",7708,5500,Dongtai,Valid,LL6,32.916670,120.783330,1970-01-01T00:00:00.000
253,Fell,"{'latitude': '51.2', 'longitude': '112.3'}",7718,3891,Doroninsk,Valid,H5-7,51.200000,112.300000,1805-01-01T00:00:00.000
254,Fell,"{'latitude': '13.05', 'longitude': '3.16667'}",7722,1250,Dosso,Valid,L6,13.050000,3.166670,1962-01-01T00:00:00.000
255,Fell,"{'latitude': '32.33333', 'longitude': '-6.3'}",7723,1161,Douar Mghila,Valid,LL6,32.333330,-6.300000,1932-01-01T00:00:00.000
256,Fell,"{'latitude': '-13.66667', 'longitude': '33.91667'}",7725,642,Dowa,Valid,Stone-uncl,-13.666670,33.916670,1976-01-01T00:00:00.000
257,Fell,"{'latitude': '36.4', 'longitude': '-86.5'}",7728,5000,Drake Creek,Valid,L6,36.400000,-86.500000,1827-01-01T00:00:00.000
258,Fell,"{'latitude': '42.52', 'longitude': '-82.26'}",7731,47700,Dresden (Ontario),Valid,H6,42.520000,-82.260000,1939-01-01T00:00:00.000
259,Fell,"{'latitude': '42.45833', 'longitude': '18.44167'}",7736,1900,Dubrovnik,Valid,L3-6,42.458330,18.441670,1951-01-01T00:00:00.000
260,Fell,"{'latitude': '-31.66667', 'longitude': '152.83333'}",7743,30,Dunbogan,Valid,L6,-31.666670,152.833330,1999-01-01T00:00:00.000
261,Fell,"{'latitude': '52.55', 'longitude': '-8.03333'}",7745,2270,Dundrum,Valid,H5,52.550000,-8.033330,1865-01-01T00:00:00.000
262,Fell,"{'latitude': '43.33333', 'longitude': '128.25'}",7749,0,Dunhua,Valid,Stone-uncl,43.333330,128.250000,1976-01-01T00:00:00.000
263,Fell,"{'latitude': '30.3', 'longitude': '76.63333'}",7750,13200,Durala,Valid,L6,30.300000,76.633330,1815-01-01T00:00:00.000
264,Fell,"{'latitude': '-4.0', 'longitude': '39.5'}",7752,577,Duruma,Valid,L6,-4.000000,39.500000,1853-01-01T00:00:00.000
265,Fell,"{'latitude': '33.43333', 'longitude': '127.26667'}",7754,2117,Duwun,Valid,L6,33.433330,127.266670,1943-01-01T00:00:00.000
266,Fell,"{'latitude': '-27.2', 'longitude': '31.31667'}",7755,3230,Dwaleni,Valid,H4-6,-27.200000,31.316670,1970-01-01T00:00:00.000
267,Fell,"{'latitude': '26.25', 'longitude': '82.0'}",7757,300,Dyalpur,Valid,Ureilite,26.250000,82.000000,1872-01-01T00:00:00.000
268,Fell,"{'latitude': '-3.0', 'longitude': '151.0'}",7758,188,Dyarrl Island,Valid,Mesosiderite-A1,-3.000000,151.000000,1933-01-01T00:00:00.000
269,Fell,"{'latitude': '40.78167', 'longitude': '-96.47167'}",7760,10000,Eagle,Valid,EL6,40.781670,-96.471670,1947-01-01T00:00:00.000
270,Fell,"{'latitude': '-17.3', 'longitude': '15.83333'}",7774,2400,Ehole,Valid,H5,-17.300000,15.833330,1961-01-01T00:00:00.000
271,Fell,"{'latitude': '48.9', 'longitude': '11.21667'}",7775,3000,Eichstädt,Valid,H5,48.900000,11.216670,1785-01-01T00:00:00.000
272,Fell,"{'latitude': '56.03333', 'longitude': '13.0'}",7776,3336,Ekeby,Valid,H4,56.033330,13.000000,1939-01-01T00:00:00.000
273,Fell,"{'latitude': '28.26667', 'longitude': '78.78333'}",7777,840,Ekh Khera,Valid,H6,28.266670,78.783330,1916-01-01T00:00:00.000
274,Fell,"{'latitude': '34.41667', 'longitude': '3.25'}",7807,10000,El Idrissia,Valid,L6,34.416670,3.250000,1989-01-01T00:00:00.000
275,Fell,"{'latitude': '25.37', 'longitude': '-97.37'}",45977,17226,El Paso de Aguila,Valid,H5,25.370000,-97.370000,1977-01-01T00:00:00.000
276,Fell,"{'latitude': '19.96722', 'longitude': '-103.05167'}",7819,5000,El Tigre,Valid,L6,19.967220,-103.051670,1993-01-01T00:00:00.000
277,Fell,"{'latitude': '39.24667', 'longitude': '-104.58817'}",7822,680.5,Elbert,Valid,LL6,39.246670,-104.588170,1998-01-01T00:00:00.000
278,Fell,"{'latitude': '50.18333', 'longitude': '12.73333'}",7823,107000,Elbogen,Valid,"Iron, IID",50.183330,12.733330,1400-01-01T00:00:00.000
279,Fell,"{'latitude': '47.83333', 'longitude': '37.66667'}",7824,54640,Elenovka,Valid,L5,47.833330,37.666670,1951-01-01T00:00:00.000
280,Fell,"{'latitude': '51.75', 'longitude': '4.0'}",10019,1470,Ellemeet,Valid,Diogenite,51.750000,4.000000,1925-01-01T00:00:00.000
281,Fell,"{'latitude': '-29.46667', 'longitude': '151.61667'}",10033,127,Emmaville,Valid,Eucrite-mmict,-29.466670,151.616670,1900-01-01T00:00:00.000
282,Fell,"{'latitude': '30.3', 'longitude': '109.5'}",10038,8000,Enshi,Valid,H5,30.300000,109.500000,1974-01-01T00:00:00.000
283,Fell,"{'latitude': '47.86667', 'longitude': '7.35'}",10039,127000,Ensisheim,Valid,LL6,47.866670,7.350000,1492-01-01T00:00:00.000
284,Fell,"{'latitude': '48.18333', 'longitude': '6.46667'}",10041,277,Épinal,Valid,H5,48.183330,6.466670,1822-01-01T00:00:00.000
285,Fell,"{'latitude': '19.03333', 'longitude': '81.89167'}",10042,113,Erakot,Valid,CM2,19.033330,81.891670,1940-01-01T00:00:00.000
286,Fell,"{'latitude': '40.3', 'longitude': '44.5'}",10043,107.2,Erevan,Valid,Howardite,40.300000,44.500000,1911-01-01T00:00:00.000
287,Fell,"{'latitude': '1.16667', 'longitude': '44.16667'}",10044,20000,Ergheo,Valid,L5,1.166670,44.166670,1889-01-01T00:00:00.000
288,Fell,"{'latitude': '52.21667', 'longitude': '11.25'}",10049,2250,Erxleben,Valid,H6,52.216670,11.250000,1812-01-01T00:00:00.000
289,Fell,"{'latitude': '46.25', 'longitude': '-1.1'}",10051,1500,Esnandes,Valid,L6,46.250000,-1.100000,1837-01-01T00:00:00.000
290,Fell,"{'latitude': '2.88333', 'longitude': '30.83333'}",10055,500,Essebi,Valid,C2-ung,2.883330,30.833330,1957-01-01T00:00:00.000
291,Fell,"{'latitude': '43.41667', 'longitude': '-94.83333'}",10059,320000,Estherville,Valid,Mesosiderite-A3/4,43.416670,-94.833330,1879-01-01T00:00:00.000
292,Fell,"{'latitude': '39.75', 'longitude': '-97.03333'}",10074,89400,Farmington,Valid,L5,39.750000,-97.033330,1890-01-01T00:00:00.000
293,Fell,"{'latitude': '35.55', 'longitude': '-77.53333'}",10075,56000,Farmville,Valid,H4,35.550000,-77.533330,1934-01-01T00:00:00.000
294,Fell,"{'latitude': '44.38333', 'longitude': '2.81667'}",10078,1500,Favars,Valid,H5,44.383330,2.816670,1844-01-01T00:00:00.000
295,Fell,"{'latitude': '36.05', 'longitude': '-94.16667'}",10079,2360,Fayetteville,Valid,H4,36.050000,-94.166670,1934-01-01T00:00:00.000
296,Fell,"{'latitude': '36.88333', 'longitude': '8.45'}",10080,380,Feid Chair,Valid,H4,36.883330,8.450000,1875-01-01T00:00:00.000
297,Fell,"{'latitude': '32.53333', 'longitude': '-87.16667'}",10081,3200,Felix,Valid,CO3.3,32.533330,-87.166670,1900-01-01T00:00:00.000
298,Fell,"{'latitude': '34.6', 'longitude': '116.75'}",10086,82,Fenghsien-Ku,Valid,H5,34.600000,116.750000,1924-01-01T00:00:00.000
299,Fell,"{'latitude': '36.1', 'longitude': '-81.41667'}",10088,220,Ferguson,Valid,OC,36.100000,-81.416670,1889-01-01T00:00:00.000
300,Fell,"{'latitude': '43.18111', 'longitude': '13.75333'}",10091,10200,Fermo,Valid,H3-5,43.181110,13.753330,1996-01-01T00:00:00.000
301,Fell,"{'latitude': '47.81667', 'longitude': '-96.85'}",10107,17600,Fisher,Valid,L6,47.816670,-96.850000,1894-01-01T00:00:00.000
302,Fell,"{'latitude': '30.83333', 'longitude': '-97.76667'}",10111,3640,Florence,Valid,H3,30.833330,-97.766670,1922-01-01T00:00:00.000
303,Fell,"{'latitude': '43.25', 'longitude': '-93.66667'}",10119,152000,Forest City,Valid,H5,43.250000,-93.666670,1890-01-01T00:00:00.000
304,Fell,"{'latitude': '-33.35', 'longitude': '146.85833'}",10120,26000,Forest Vale,Valid,H4,-33.350000,146.858330,1942-01-01T00:00:00.000
305,Fell,"{'latitude': '36.78333', 'longitude': '-78.08333'}",10123,6067,Forksville,Valid,L6,36.783330,-78.083330,1924-01-01T00:00:00.000
306,Fell,"{'latitude': '50.95', 'longitude': '7.31667'}",10163,240,Forsbach,Valid,H6,50.950000,7.316670,1900-01-01T00:00:00.000
307,Fell,"{'latitude': '33.01667', 'longitude': '-83.96667'}",10164,16300,Forsyth,Valid,L6,33.016670,-83.966670,1829-01-01T00:00:00.000
308,Fell,"{'latitude': '28.25', 'longitude': '7.0'}",10166,0,Fort Flatters,Valid,Stone-uncl,28.250000,7.000000,1944-01-01T00:00:00.000
309,Fell,"{'latitude': '34.48333', 'longitude': '-87.83333'}",10177,650,Frankfort (stone),Valid,Howardite,34.483330,-87.833330,1868-01-01T00:00:00.000
310,Fell,"{'latitude': '31.47556', 'longitude': '113.56694'}",52412,23000,Fuhe,Valid,L5,31.475560,113.566940,1945-01-01T00:00:00.000
311,Fell,"{'latitude': '33.18333', 'longitude': '130.2'}",10836,11620,Fukutomi,Valid,L5,33.183330,130.200000,1882-01-01T00:00:00.000
312,Fell,"{'latitude': '55.33333', 'longitude': '10.33333'}",10838,0,Fünen,Valid,Stone-uncl,55.333330,10.333330,1654-01-01T00:00:00.000
313,Fell,"{'latitude': '25.95', 'longitude': '80.81667'}",10839,4000,Futtehpur,Valid,L6,25.950000,80.816670,1822-01-01T00:00:00.000
314,Fell,"{'latitude': '32.9', 'longitude': '115.9'}",10840,2500,Fuyang,Valid,Stone-uncl,32.900000,115.900000,1977-01-01T00:00:00.000
315,Fell,"{'latitude': '44.3', 'longitude': '0.4'}",10846,132.69999999999999,Galapian,Valid,H6,44.300000,0.400000,1826-01-01T00:00:00.000
316,Fell,"{'latitude': '7.05', 'longitude': '12.43333'}",10848,36.1,Galim (a),Valid,LL6,7.050000,12.433330,1952-01-01T00:00:00.000
317,Fell,"{'latitude': '7.05', 'longitude': '12.43333'}",10849,28,Galim (b),Valid,EH3/4-an,7.050000,12.433330,1952-01-01T00:00:00.000
318,Fell,"{'latitude': '51.68333', 'longitude': '30.78333'}",10850,5000,Galkiv,Valid,H4,51.683330,30.783330,1995-01-01T00:00:00.000
319,Fell,"{'latitude': '27.35', 'longitude': '68.53333'}",10851,6400,Gambat,Valid,L6,27.350000,68.533330,1897-01-01T00:00:00.000
320,Fell,"{'latitude': '11.65', 'longitude': '-2.18333'}",10854,0,Gao-Guenie,Valid,H5,11.650000,-2.183330,1960-01-01T00:00:00.000
321,Fell,"{'latitude': '27.88333', 'longitude': '68.53333'}",10860,380,Garhi Yasin,Valid,"Iron, IIE",27.883330,68.533330,1917-01-01T00:00:00.000
322,Fell,"{'latitude': '41.68333', 'longitude': '-112.13333'}",10861,102,Garland,Valid,Diogenite-pm,41.683330,-112.133330,1950-01-01T00:00:00.000
323,Fell,"{'latitude': '12.85', 'longitude': '11.03333'}",44882,4162,Gashua,Valid,L6,12.850000,11.033330,1984-01-01T00:00:00.000
324,Fell,"{'latitude': '14.15083', 'longitude': '-2.04167'}",10866,0,Gasseltepaoua,Valid,H5,14.150830,-2.041670,2000-01-01T00:00:00.000
325,Fell,"{'latitude': '12.91667', 'longitude': '11.91667'}",10870,725,Geidam,Valid,H5,12.916670,11.916670,1950-01-01T00:00:00.000
326,Fell,"{'latitude': '35.53333', 'longitude': '136.88333'}",10914,14290,Gifu,Valid,L6,35.533330,136.883330,1909-01-01T00:00:00.000
327,Fell,"{'latitude': '37.31667', 'longitude': '13.56667'}",10917,18000,Girgenti,Valid,L6,37.316670,13.566670,1853-01-01T00:00:00.000
328,Fell,"{'latitude': '9.6', 'longitude': '9.91667'}",10919,480,Git-Git,Valid,L6,9.600000,9.916670,1947-01-01T00:00:00.000
329,Fell,"{'latitude': '52.2', 'longitude': '6.86667'}",10923,670,Glanerbrug,Valid,L/LL5,52.200000,6.866670,1990-01-01T00:00:00.000
330,Fell,"{'latitude': '-7.25', 'longitude': '107.7'}",10924,1303,Glanggang,Valid,H5-6,-7.250000,107.700000,1939-01-01T00:00:00.000
331,Fell,"{'latitude': '57.35', 'longitude': '37.61667'}",10926,152000,Glasatovo,Valid,H4,57.350000,37.616670,1918-01-01T00:00:00.000
332,Fell,"{'latitude': '52.45972', 'longitude': '-0.3'}",10930,767,Glatton,Valid,L6,52.459720,-0.300000,1991-01-01T00:00:00.000
333,Fell,"{'latitude': '50.66667', 'longitude': '16.76667'}",10936,1750,Gnadenfrei,Valid,H5,50.666670,16.766670,1879-01-01T00:00:00.000
334,Fell,"{'latitude': '24.23333', 'longitude': '89.05'}",10948,1600,Gopalpur,Valid,H6,24.233330,89.050000,1865-01-01T00:00:00.000
335,Fell,"{'latitude': '48.28333', 'longitude': '38.08333'}",10949,3618,Gorlovka,Valid,H3.7,48.283330,38.083330,1974-01-01T00:00:00.000
336,Fell,"{'latitude': '42.9', 'longitude': '2.25'}",10956,9000,Granes,Valid,L6,42.900000,2.250000,1964-01-01T00:00:00.000
337,Fell,"{'latitude': '60.66667', 'longitude': '11.0'}",11196,45.5,Grefsheim,Valid,L5,60.666670,11.000000,1976-01-01T00:00:00.000
338,Fell,"{'latitude': '43.2', 'longitude': '-79.61667'}",50911,215,Grimsby,Valid,H5,43.200000,-79.616670,2009-01-01T00:00:00.000
339,Fell,"{'latitude': '43.66667', 'longitude': '45.38333'}",11206,3500,Grosnaja,Valid,CV3,43.666670,45.383330,1861-01-01T00:00:00.000
340,Fell,"{'latitude': '49.26667', 'longitude': '18.71667'}",11207,10500,Gross-Divina,Valid,H5,49.266670,18.716670,1837-01-01T00:00:00.000
341,Fell,"{'latitude': '46.35', 'longitude': '30.58333'}",11208,8000,Grossliebenthal,Valid,L6,46.350000,30.583330,1881-01-01T00:00:00.000
342,Fell,"{'latitude': '51.93333', 'longitude': '15.5'}",11426,1000,Grüneberg,Valid,H4,51.933330,15.500000,1841-01-01T00:00:00.000
343,Fell,"{'latitude': '52.86667', 'longitude': '16.63333'}",11429,690,Grzempach,Valid,H5,52.866670,16.633330,1910-01-01T00:00:00.000
344,Fell,"{'latitude': '-33.0', 'longitude': '-58.61667'}",11432,22000,Gualeguaychú,Valid,H6,-33.000000,-58.616670,1932-01-01T00:00:00.000
345,Fell,"{'latitude': '39.80417', 'longitude': '122.76389'}",11435,2910,Guangmingshan,Valid,H5,39.804170,122.763890,1996-01-01T00:00:00.000
346,Fell,"{'latitude': '24.1', 'longitude': '105.0'}",11436,0,Guangnan,Valid,L6,24.100000,105.000000,1983-01-01T00:00:00.000
347,Fell,"{'latitude': '37.1', 'longitude': '118.4'}",11437,1900,Guangrao,Valid,L6,37.100000,118.400000,1980-01-01T00:00:00.000
348,Fell,"{'latitude': '38.73333', 'longitude': '-6.01667'}",11439,39000,Guareña,Valid,H6,38.733330,-6.016670,1892-01-01T00:00:00.000
349,Fell,"{'latitude': '43.76667', 'longitude': '20.23333'}",11440,1915,Guêa,Valid,Stone-uncl,43.766670,20.233330,1891-01-01T00:00:00.000
350,Fell,"{'latitude': '13.5', 'longitude': '-0.68333'}",11442,288,Guibga,Valid,L5,13.500000,-0.683330,1972-01-01T00:00:00.000
351,Fell,"{'latitude': '9.91667', 'longitude': '13.98333'}",11443,968,Guidder,Valid,LL5,9.916670,13.983330,1949-01-01T00:00:00.000
352,Fell,"{'latitude': '22.98333', 'longitude': '76.05'}",11448,2449,Gujargaon,Valid,H5,22.983330,76.050000,1982-01-01T00:00:00.000
353,Fell,"{'latitude': '11.49167', 'longitude': '11.65833'}",11449,100000,Gujba,Valid,CBa,11.491670,11.658330,1984-01-01T00:00:00.000
354,Fell,"{'latitude': '42.9', 'longitude': '24.7'}",11450,5700,Gumoschnik,Valid,H5,42.900000,24.700000,1904-01-01T00:00:00.000
355,Fell,"{'latitude': '13.78333', 'longitude': '78.56667'}",11464,28,Gurram Konda,Valid,L6,13.783330,78.566670,1814-01-01T00:00:00.000
356,Fell,"{'latitude': '9.36667', 'longitude': '42.41667'}",11465,34650,Gursum,Valid,H4/5,9.366670,42.416670,1981-01-01T00:00:00.000
357,Fell,"{'latitude': '51.91667', 'longitude': '8.38333'}",11466,1000,Gütersloh,Valid,H3/4,51.916670,8.383330,1851-01-01T00:00:00.000
358,Fell,"{'latitude': '35.0', 'longitude': '127.5'}",11467,1320,Gyokukei,Valid,OC,35.000000,127.500000,1930-01-01T00:00:00.000
359,Fell,"{'latitude': '35.65', 'longitude': '139.33333'}",11468,0.2,Hachi-oji,Valid,H?,35.650000,139.333330,1817-01-01T00:00:00.000
360,Fell,"{'latitude': '50.31667', 'longitude': '3.73333'}",11472,9000,Hainaut,Valid,H3-6,50.316670,3.733330,1934-01-01T00:00:00.000
361,Fell,"{'latitude': '57.81667', 'longitude': '16.23333'}",11479,1456,Hallingeberg,Valid,L3.4,57.816670,16.233330,1944-01-01T00:00:00.000
362,Fell,"{'latitude': '41.38333', 'longitude': '-86.6'}",11485,3710,Hamlet,Valid,LL4,41.383330,-86.600000,1959-01-01T00:00:00.000
363,Fell,"{'latitude': '26.8', 'longitude': '82.53333'}",11824,1000,Haraiya,Valid,Eucrite-mmict,26.800000,82.533330,1878-01-01T00:00:00.000
364,Fell,"{'latitude': '28.38333', 'longitude': '75.78333'}",11829,315,Haripura,Valid,CM2,28.383330,75.783330,1921-01-01T00:00:00.000
365,Fell,"{'latitude': '32.675', 'longitude': '-94.51167'}",11830,8360,Harleton,Valid,L6,32.675000,-94.511670,1961-01-01T00:00:00.000
366,Fell,"{'latitude': '38.25', 'longitude': '-86.16667'}",11842,680,Harrison County,Valid,L6,38.250000,-86.166670,1859-01-01T00:00:00.000
367,Fell,"{'latitude': '35.2945', 'longitude': '136.70033'}",11848,1110.5999999999999,Hashima,Valid,H4,35.294500,136.700330,1910-01-01T00:00:00.000
368,Fell,"{'latitude': '28.95', 'longitude': '0.81667'}",11852,1250,Hassi-Jekna,Valid,"Iron, IAB-sHL",28.950000,0.816670,1890-01-01T00:00:00.000
369,Fell,"{'latitude': '51.65', 'longitude': '-1.51667'}",11855,29000,Hatford,Valid,Stone-uncl,51.650000,-1.516670,1628-01-01T00:00:00.000
370,Fell,"{'latitude': '60.24556', 'longitude': '22.06194'}",11859,1544,Haverö,Valid,Ureilite,60.245560,22.061940,1971-01-01T00:00:00.000
371,Fell,"{'latitude': '55.46667', 'longitude': '13.78333'}",11869,3500,Hedeskoga,Valid,H5,55.466670,13.783330,1922-01-01T00:00:00.000
372,Fell,"{'latitude': '27.33333', 'longitude': '35.66667'}",11870,6100,Hedjaz,Valid,L3.7-6,27.333330,35.666670,1910-01-01T00:00:00.000
373,Fell,"{'latitude': '10.0', 'longitude': '-84.1'}",11875,1000,Heredia,Valid,H5,10.000000,-84.100000,1857-01-01T00:00:00.000
374,Fell,"{'latitude': '59.85', 'longitude': '17.66667'}",11878,20000,Hessle,Valid,H5,59.850000,17.666670,1869-01-01T00:00:00.000
375,Fell,"{'latitude': '33.6', 'longitude': '130.43333'}",11883,750,Higashi-koen,Valid,H5,33.600000,130.433330,1897-01-01T00:00:00.000
376,Fell,"{'latitude': '55.9', 'longitude': '-4.23333'}",11884,4500,High Possil,Valid,L6,55.900000,-4.233330,1804-01-01T00:00:00.000
377,Fell,"{'latitude': '34.45', 'longitude': '132.38333'}",11889,414,Hiroshima,Valid,H5,34.450000,132.383330,2003-01-01T00:00:00.000
378,Fell,"{'latitude': '1.345', 'longitude': '31.47278'}",44714,167.7,Hoima,Valid,H6,1.345000,31.472780,2003-01-01T00:00:00.000
379,Fell,"{'latitude': '64.43333', 'longitude': '21.2'}",11893,305.5,Hökmark,Valid,L4,64.433330,21.200000,1954-01-01T00:00:00.000
380,Fell,"{'latitude': '34.9', 'longitude': '-110.18333'}",11894,220000,Holbrook,Valid,L/LL6,34.900000,-110.183330,1912-01-01T00:00:00.000
381,Fell,"{'latitude': '9.06667', 'longitude': '38.41667'}",11895,1415,Holetta,Valid,Stone-uncl,9.066670,38.416670,1923-01-01T00:00:00.000
382,Fell,"{'latitude': '41.8', 'longitude': '-91.86667'}",11901,230000,Homestead,Valid,L5,41.800000,-91.866670,1875-01-01T00:00:00.000
383,Fell,"{'latitude': '21.3', 'longitude': '-157.86667'}",11904,2420,Honolulu,Valid,L5,21.300000,-157.866670,1825-01-01T00:00:00.000
384,Fell,"{'latitude': '35.66667', 'longitude': '115.5'}",11913,180,Hotse,Valid,L6,35.666670,115.500000,1956-01-01T00:00:00.000
385,Fell,"{'latitude': '39.35', 'longitude': '-100.45'}",11915,266.10000000000002,Hoxie,Valid,OC,39.350000,-100.450000,1963-01-01T00:00:00.000
386,Fell,"{'latitude': '46.1', 'longitude': '16.33333'}",11916,49000,Hraschina,Valid,"Iron, IID",46.100000,16.333330,1751-01-01T00:00:00.000
387,Fell,"{'latitude': '26.46469', 'longitude': '106.63241'}",54719,1600,Huaxi,Valid,H5,26.464690,106.632410,2010-01-01T00:00:00.000
388,Fell,"{'latitude': '50.3', 'longitude': '8.91667'}",11986,112,Hungen,Valid,H6,50.300000,8.916670,1877-01-01T00:00:00.000
