,fall,geolocation,id,mass,name,nametype,recclass,reclat,reclong,year
33,Fell,"{'latitude': '26.58333', 'longitude': '85.56667'}",2294,2700,Andhara,Valid,Stone-uncl,26.583330,85.566670,1880-01-01T00:00:00.000
34,Fell,"{'latitude': '44.61667', 'longitude': '-70.75'}",2295,3200,Andover,Valid,L6,44.616670,-70.750000,1898-01-01T00:00:00.000
35,Fell,"{'latitude': '48.7', 'longitude': '37.5'}",2296,600,Andreevka,Valid,L3,48.700000,37.500000,1969-01-01T00:00:00.000
36,Fell,"{'latitude': '20.88333', 'longitude': '76.86667'}",2298,17900,Andura,Valid,H6,20.883330,76.866670,1939-01-01T00:00:00.000
37,Found,"{'latitude': '0.0', 'longitude': '0.0'}",50693,256.8,Northwest Africa 5815,Valid,L5,0.000000,0.000000,0
38,Fell,"{'latitude': '47.46667', 'longitude': '-0.55'}",2301,0,Angers,Valid,L6,47.466670,-0.550000,1822-01-01T00:00:00.000
39,Fell,"{'latitude': '-22.96667', 'longitude': '-44.31667'}",2302,1500,Angra dos Reis (stone),Valid,Angrite,-22.966670,-44.316670,1869-01-01T00:00:00.000
40,Fell,"{'latitude': '9.53333', 'longitude': '39.71667'}",2304,6500,Ankober,Valid,H4,9.533330,39.716670,1942-01-01T00:00:00.000
41,Fell,"{'latitude': '25.15', 'longitude': '105.18333'}",2305,2500,Anlong,Valid,H5,25.150000,105.183330,1971-01-01T00:00:00.000
42,Fell,"{'latitude': '40.81056', 'longitude': '140.78556'}",2313,320,Aomori,Valid,L6,40.810560,140.785560,1984-01-01T00:00:00.000
43,Fell,"{'latitude': '53.58333', 'longitude': '-2.71667'}",2318,15000,Appley Bridge,Valid,LL6,53.583330,-2.716670,1914-01-01T00:00:00.000
44,Fell,"{'latitude': '43.86667', 'longitude': '5.38333'}",2320,3200,Apt,Valid,L6,43.866670,5.383330,1803-01-01T00:00:00.000
45,Fell,"{'latitude': '-33.0', 'longitude': '-66.0'}",2325,810,Arbol Solo,Valid,H5,-33.000000,-66.000000,1954-01-01T00:00:00.000
46,Fell,"{'latitude': '38.5', 'longitude': '-94.3'}",2329,5070,Archie,Valid,H6,38.500000,-94.300000,1932-01-01T00:00:00.000
47,Fell,"{'latitude': '-31.41667', 'longitude': '-60.66667'}",2340,7450,Arroyo Aguiar,Valid,H5,-31.416670,-60.666670,1950-01-01T00:00:00.000
48,Fell,"{'latitude': '42.45', 'longitude': '9.03333'}",2345,41,Asco,Valid,H6,42.450000,9.033330,1805-01-01T00:00:00.000
49,Fell,"{'latitude': '31.805', 'longitude': '-97.01'}",48954,9500,Ash Creek,Valid,L6,31.805000,-97.010000,2009-01-01T00:00:00.000
50,Fell,"{'latitude': '52.05', 'longitude': '0.3'}",2346,1300,Ashdon,Valid,L6,52.050000,0.300000,1923-01-01T00:00:00.000
51,Fell,"{'latitude': '43.03333', 'longitude': '12.55'}",2353,2000,Assisi,Valid,H5,43.033330,12.550000,1886-01-01T00:00:00.000
52,Fell,"{'latitude': '25.25417', 'longitude': '80.625'}",4883,1280,Atarra,Valid,L4,25.254170,80.625000,1920-01-01T00:00:00.000
53,Fell,"{'latitude': '20.06667', 'longitude': '-103.66667'}",4884,94.2,Atemajac,Valid,L6,20.066670,-103.666670,1896-01-01T00:00:00.000
54,Fell,"{'latitude': '34.75', 'longitude': '-87.0'}",4885,265,Athens,Valid,LL6,34.750000,-87.000000,1933-01-01T00:00:00.000
55,Fell,"{'latitude': '34.31667', 'longitude': '-96.15'}",4888,1384.2,Atoka,Valid,L6,34.316670,-96.150000,1945-01-01T00:00:00.000
56,Fell,"{'latitude': '44.38333', 'longitude': '5.16667'}",4893,800,Aubres,Valid,Aubrite,44.383330,5.166670,1836-01-01T00:00:00.000
57,Fell,"{'latitude': '36.16667', 'longitude': '3.66667'}",4899,50000,Aumale,Valid,L6,36.166670,3.666670,1865-01-01T00:00:00.000
58,Fell,"{'latitude': '44.33333', 'longitude': '3.23333'}",4900,2000,Aumieres,Valid,L6,44.333330,3.233330,1842-01-01T00:00:00.000
59,Fell,"{'latitude': '43.08333', 'longitude': '0.58333'}",4903,50000,Ausson,Valid,L5,43.083330,0.583330,1858-01-01T00:00:00.000
60,Fell,"{'latitude': '-21.46028', 'longitude': '-49.95083'}",4905,9330,Avanhandava,Valid,H4,-21.460280,-49.950830,1952-01-01T00:00:00.000
61,Fell,"{'latitude': '46.0', 'longitude': '13.5'}",4906,1230,Avce,Valid,"Iron, IIAB",46.000000,13.500000,1908-01-01T00:00:00.000
62,Fell,"{'latitude': '25.0', 'longitude': '-103.5'}",4907,146,Avilez,Valid,H,25.000000,-103.500000,1855-01-01T00:00:00.000
63,Fell,"{'latitude': '2.71667', 'longitude': '32.83333'}",4910,134,Awere,Valid,L4,2.716670,32.833330,1968-01-01T00:00:00.000
64,Fell,"{'latitude': '36.8', 'longitude': '-108.0'}",4913,2830,Aztec,Valid,L6,36.800000,-108.000000,1938-01-01T00:00:00.000
65,Fell,"{'latitude': '48.6', 'longitude': '38.0'}",4917,18000,Bachmut,Valid,L6,48.600000,38.000000,1814-01-01T00:00:00.000
66,Fell,"{'latitude': '28.48333', 'longitude': '78.5'}",4922,10322,Bahjoi,Valid,"Iron, IAB-sLL",28.483330,78.500000,1934-01-01T00:00:00.000
67,Fell,"{'latitude': '35.96667', 'longitude': '-82.48333'}",4925,3700,Bald Mountain,Valid,L4,35.966670,-82.483330,1929-01-01T00:00:00.000
68,Fell,"{'latitude': '34.5', 'longitude': '-88.66667'}",4926,345,Baldwyn,Valid,L6,34.500000,-88.666670,1922-01-01T00:00:00.000
69,Fell,"{'latitude': '5.38333', 'longitude': '16.38333'}",4928,1000,Bali,Valid,CV3,5.383330,16.383330,1907-01-01T00:00:00.000
70,Fell,"{'latitude': '16.66667', 'longitude': '101.18333'}",4934,16700,Ban Rong Du,Valid,"Iron, ungrouped",16.666670,101.183330,1993-01-01T00:00:00.000
71,Fell,"{'latitude': '-6.91667', 'longitude': '107.6'}",4935,11500,Bandong,Valid,LL6,-6.916670,107.600000,1871-01-01T00:00:00.000
72,Fell,"{'latitude': '27.7', 'longitude': '76.33333'}",4936,15000,Bansur,Valid,L6,27.700000,76.333330,1892-01-01T00:00:00.000
73,Fell,"{'latitude': '30.4', 'longitude': '78.2'}",4937,14,Banswal,Valid,L5,30.400000,78.200000,1913-01-01T00:00:00.000
74,Fell,"{'latitude': '-6.33333', 'longitude': '106.0'}",4938,629,Banten,Valid,CM2,-6.333330,106.000000,1933-01-01T00:00:00.000
75,Fell,"{'latitude': '43.95', 'longitude': '-0.05'}",4942,6400,Barbotan,Valid,H5,43.950000,-0.050000,1790-01-01T00:00:00.000
76,Fell,"{'latitude': '41.36667', 'longitude': '2.16667'}",4944,0,Barcelona (stone),Valid,OC,41.366670,2.166670,1704-01-01T00:00:00.000
77,Fell,"{'latitude': '42.38333', 'longitude': '-2.5'}",4946,3200,Barea,Valid,Mesosiderite-A1,42.383330,-2.500000,1842-01-01T00:00:00.000
78,Fell,"{'latitude': '52.73333', 'longitude': '84.08333'}",4947,23.2,Barnaul,Valid,H5,52.733330,84.083330,1904-01-01T00:00:00.000
79,Fell,"{'latitude': '52.0', 'longitude': '9.1'}",4948,17,Barntrup,Valid,LL4,52.000000,9.100000,1886-01-01T00:00:00.000
80,Fell,"{'latitude': '31.61667', 'longitude': '76.8'}",4949,4500,Baroti,Valid,L6,31.616670,76.800000,1910-01-01T00:00:00.000
81,Fell,"{'latitude': '52.56528', 'longitude': '-1.33972'}",4954,44000,Barwell,Valid,L5,52.565280,-1.339720,1965-01-01T00:00:00.000
82,Fell,"{'latitude': '15.78333', 'longitude': '-5.9'}",44876,29560,Bassikounou,Valid,H5,15.783330,-5.900000,2006-01-01T00:00:00.000
83,Fell,"{'latitude': '52.03333', 'longitude': '20.93583'}",4957,15500,Baszkówka,Valid,L5,52.033330,20.935830,1994-01-01T00:00:00.000
84,Fell,"{'latitude': '45.41667', 'longitude': '-98.31667'}",4974,21000,Bath,Valid,H4,45.416670,-98.316670,1892-01-01T00:00:00.000
85,Fell,"{'latitude': '38.25', 'longitude': '-83.75'}",4975,86000,Bath Furnace,Valid,L6,38.250000,-83.750000,1902-01-01T00:00:00.000
86,Fell,"{'latitude': '40.66813', 'longitude': '-117.18913'}",56133,2900,Battle Mountain,Valid,L6,40.668130,-117.189130,2012-01-01T00:00:00.000
87,Fell,"{'latitude': '11.08333', 'longitude': '-0.18333'}",4976,1557,Bawku,Valid,LL5,11.083330,-0.183330,1989-01-01T00:00:00.000
88,Fell,"{'latitude': '36.75', 'longitude': '-93.5'}",4977,611,Baxter,Valid,L6,36.750000,-93.500000,1916-01-01T00:00:00.000
89,Fell,"{'latitude': '39.8', 'longitude': '-101.2'}",4984,16000,Beardsley,Valid,H5,39.800000,-101.200000,1929-01-01T00:00:00.000
90,Fell,"{'latitude': '51.16667', 'longitude': '-117.33333'}",4986,14000,Beaver Creek,Valid,H5,51.166670,-117.333330,1893-01-01T00:00:00.000
91,Fell,"{'latitude': '53.01667', 'longitude': '-4.1'}",4993,794,Beddgelert,Valid,H5,53.016670,-4.100000,1949-01-01T00:00:00.000
92,Fell,"{'latitude': '33.6', 'longitude': '-96.46667'}",5005,375,Bells,Valid,C2-ung,33.600000,-96.466670,1961-01-01T00:00:00.000
93,Fell,"{'latitude': '-32.33333', 'longitude': '-64.86667'}",5009,0,Belville,Valid,OC,-32.333330,-64.866670,1937-01-01T00:00:00.000
94,Fell,"{'latitude': '25.36667', 'longitude': '82.91667'}",5011,3700,Benares (a),Valid,LL4,25.366670,82.916670,1798-01-01T00:00:00.000
95,Fell,"{'latitude': '32.25', 'longitude': '-8.15'}",30443,25000,Benguerir,Valid,LL6,32.250000,-8.150000,2004-01-01T00:00:00.000
96,Fell,"{'latitude': '32.86667', 'longitude': '10.8'}",5018,19000,Beni M'hira,Valid,L6,32.866670,10.800000,2001-01-01T00:00:00.000
97,Fell,"{'latitude': '39.08333', 'longitude': '-89.15'}",5021,1770.5,Benld,Valid,H6,39.083330,-89.150000,1938-01-01T00:00:00.000
98,Fell,"{'latitude': '-26.16667', 'longitude': '28.41667'}",5023,3880,Benoni,Valid,H6,-26.166670,28.416670,1943-01-01T00:00:00.000
99,Fell,"{'latitude': '30.0', 'longitude': '-7.0'}",5024,45000,Bensour,Valid,LL6,30.000000,-7.000000,2002-01-01T00:00:00.000
100,Fell,"{'latitude': '45.95', 'longitude': '-67.55'}",5026,2840,Benton,Valid,LL6,45.950000,-67.550000,1949-01-01T00:00:00.000
101,Fell,"{'latitude': '-31.91', 'longitude': '-58.32833'}",48975,270,Berduc,Valid,L6,-31.910000,-58.328330,2008-01-01T00:00:00.000
102,Fell,"{'latitude': '11.65', 'longitude': '-3.65'}",5028,18000,Béréba,Valid,Eucrite-mmict,11.650000,-3.650000,1924-01-01T00:00:00.000
103,Fell,"{'latitude': '41.68333', 'longitude': '-3.8'}",5029,1440,Berlanguillas,Valid,L6,41.683330,-3.800000,1811-01-01T00:00:00.000
104,Fell,"{'latitude': '40.30583', 'longitude': '-105.02325'}",47355,960,Berthoud,Valid,Eucrite-mmict,40.305830,-105.023250,2004-01-01T00:00:00.000
105,Fell,"{'latitude': '42.53333', 'longitude': '-73.83333'}",5032,13.9,Bethlehem,Valid,H,42.533330,-73.833330,1859-01-01T00:00:00.000
106,Fell,"{'latitude': '43.21667', 'longitude': '-0.23333'}",5034,2000,Beuste,Valid,L5,43.216670,-0.233330,1859-01-01T00:00:00.000
107,Fell,"{'latitude': '33.88333', 'longitude': '35.5'}",5035,1100,Beyrout,Valid,LL3.8,33.883330,35.500000,1921-01-01T00:00:00.000
108,Fell,"{'latitude': '20.88333', 'longitude': '74.83333'}",5037,18,Bhagur,Valid,L6,20.883330,74.833330,1877-01-01T00:00:00.000
109,Fell,"{'latitude': '26.50833', 'longitude': '73.11528'}",36591,678,Bhawad,Valid,LL6,26.508330,73.115280,2002-01-01T00:00:00.000
110,Fell,"{'latitude': '20.83333', 'longitude': '71.46667'}",5039,100,Bherai,Valid,L6,20.833330,71.466670,1893-01-01T00:00:00.000
111,Fell,"{'latitude': '22.68333', 'longitude': '90.65'}",5040,1047,Bhola,Valid,LL3-6,22.683330,90.650000,1940-01-01T00:00:00.000
112,Fell,"{'latitude': '22.08333', 'longitude': '86.9'}",5041,2500,Bholghati,Valid,Howardite,22.083330,86.900000,1905-01-01T00:00:00.000
113,Fell,"{'latitude': '53.1', 'longitude': '23.2'}",5042,4000,Bialystok,Valid,Eucrite-pmict,53.100000,23.200000,1827-01-01T00:00:00.000
114,Fell,"{'latitude': '50.13333', 'longitude': '27.16667'}",5043,1900,Bielokrynitschie,Valid,H4,50.133330,27.166670,1887-01-01T00:00:00.000
115,Fell,"{'latitude': '12.45', 'longitude': '-0.08333'}",5045,25000,Bilanga,Valid,Diogenite,12.450000,-0.083330,1999-01-01T00:00:00.000
116,Fell,"{'latitude': '-33.15639', 'longitude': '115.67639'}",5051,488.1,Binningup,Valid,H5,-33.156390,115.676390,1984-01-01T00:00:00.000
117,Fell,"{'latitude': '13.76667', 'longitude': '5.3'}",5056,560,Birni N'konni,Valid,H4,13.766670,5.300000,1923-01-01T00:00:00.000
118,Fell,"{'latitude': '34.16667', 'longitude': '-80.28333'}",5059,6000,Bishopville,Valid,Aubrite,34.166670,-80.283330,1843-01-01T00:00:00.000
119,Fell,"{'latitude': '25.38333', 'longitude': '82.6'}",5060,1039,Bishunpur,Valid,LL3.15,25.383330,82.600000,1895-01-01T00:00:00.000
120,Fell,"{'latitude': '49.78333', 'longitude': '30.16667'}",5063,1850,Bjelaja Zerkov,Valid,H6,49.783330,30.166670,1796-01-01T00:00:00.000
121,Fell,"{'latitude': '60.4', 'longitude': '25.8'}",5064,330000,Bjurböle,Valid,L/LL4,60.400000,25.800000,1899-01-01T00:00:00.000
122,Fell,"{'latitude': '40.91667', 'longitude': '-78.08333'}",5065,705,Black Moshannan Park,Valid,L5,40.916670,-78.083330,1941-01-01T00:00:00.000
123,Fell,"{'latitude': '36.83333', 'longitude': '-97.33333'}",5068,2381,Blackwell,Valid,L5,36.833330,-97.333330,1906-01-01T00:00:00.000
124,Fell,"{'latitude': '31.83333', 'longitude': '-98.83333'}",5071,5100,Blanket,Valid,L6,31.833330,-98.833330,1909-01-01T00:00:00.000
125,Fell,"{'latitude': '49.36667', 'longitude': '16.63333'}",5072,470,Blansko,Valid,H6,49.366670,16.633330,1833-01-01T00:00:00.000
126,Fell,"{'latitude': '40.48', 'longitude': '-89.00417'}",5076,67.8,Bloomington,Valid,LL6,40.480000,-89.004170,1938-01-01T00:00:00.000
127,Fell,"{'latitude': '33.83333', 'longitude': '115.83333'}",5090,7500,Bo Xian,Valid,LL3.9,33.833330,115.833330,1977-01-01T00:00:00.000
128,Fell,"{'latitude': '23.0', 'longitude': '-102.0'}",5093,56,Bocas,Valid,L6,23.000000,-102.000000,1804-01-01T00:00:00.000
129,Fell,"{'latitude': '12.5', 'longitude': '0.7'}",5097,8800,Bogou,Valid,"Iron, IAB-MG",12.500000,0.700000,1962-01-01T00:00:00.000
130,Fell,"{'latitude': '44.55', 'longitude': '131.63333'}",5098,256000,Boguslavka,Valid,"Iron, IIAB",44.550000,131.633330,1916-01-01T00:00:00.000
131,Fell,"{'latitude': '44.86667', 'longitude': '10.05'}",5110,1676,Borgo San Donino,Valid,LL6,44.866670,10.050000,1808-01-01T00:00:00.000
132,Fell,"{'latitude': '21.95', 'longitude': '78.03333'}",5111,8600,Bori,Valid,L6,21.950000,78.033330,1894-01-01T00:00:00.000
133,Fell,"{'latitude': '54.23333', 'longitude': '52.48333'}",5112,1342,Boriskino,Valid,CM2,54.233330,52.483330,1930-01-01T00:00:00.000
134,Fell,"{'latitude': '48.15', 'longitude': '24.28333'}",5113,7000,Borkut,Valid,L5,48.150000,24.283330,1852-01-01T00:00:00.000
135,Fell,"{'latitude': '55.46667', 'longitude': '35.86667'}",5114,500,Borodino,Valid,H5,55.466670,35.866670,1812-01-01T00:00:00.000
136,Fell,"{'latitude': '51.33333', 'longitude': '33.88333'}",5117,614,Botschetschki,Valid,L4,51.333330,33.883330,1823-01-01T00:00:00.000
137,Fell,"{'latitude': '17.71067', 'longitude': '-11.3715'}",57168,190,Boumdeid (2003),Valid,L6,17.710670,-11.371500,2003-01-01T00:00:00.000
138,Fell,"{'latitude': '17.17493', 'longitude': '-11.34133'}",57167,3599,Boumdeid (2011),Valid,L6,17.174930,-11.341330,2011-01-01T00:00:00.000
139,Fell,"{'latitude': '54.56667', 'longitude': '-6.33333'}",5121,5460,Bovedy,Valid,L3,54.566670,-6.333330,1969-01-01T00:00:00.000
140,Fell,"{'latitude': '40.5', 'longitude': '-80.08333'}",5128,762,Bradford Woods,Valid,L,40.500000,-80.083330,1886-01-01T00:00:00.000
141,Fell,"{'latitude': '50.6', 'longitude': '16.3'}",5133,39000,Braunau,Valid,"Iron, IIAB",50.600000,16.300000,1847-01-01T00:00:00.000
142,Fell,"{'latitude': '50.66694', 'longitude': '8.18361'}",5134,1500,Breitscheid,Valid,H5,50.666940,8.183610,1956-01-01T00:00:00.000
143,Fell,"{'latitude': '53.4', 'longitude': '9.1'}",5135,7250,Bremervörde,Valid,H/L3.9,53.400000,9.100000,1855-01-01T00:00:00.000
144,Fell,"{'latitude': '52.13333', 'longitude': '59.31667'}",5140,219,Brient,Valid,Eucrite-pmict,52.133330,59.316670,1933-01-01T00:00:00.000
145,Fell,"{'latitude': '53.9', 'longitude': '-112.88333'}",5156,303000,Bruderheim,Valid,L6,53.900000,-112.883330,1960-01-01T00:00:00.000
146,Fell,"{'latitude': '39.77978', 'longitude': '64.60035'}",30448,5300,Bukhara,Valid,CV3,39.779780,64.600350,2001-01-01T00:00:00.000
147,Fell,0,5163,2250,Bulls Run,Valid,Iron?,0,0,1964-01-01T00:00:00.000
148,Fell,"{'latitude': '-31.35', 'longitude': '129.19'}",48653,324,Bunburra Rockhole,Valid,Eucrite,-31.350000,129.190000,2007-01-01T00:00:00.000
149,Fell,"{'latitude': '10.01667', 'longitude': '9.58333'}",5165,357,Bununu,Valid,Howardite,10.016670,9.583330,1942-01-01T00:00:00.000
150,Fell,"{'latitude': '5.0', 'longitude': '48.0'}",5169,120000,Bur-Gheluai,Valid,H5,5.000000,48.000000,1919-01-01T00:00:00.000
151,Fell,"{'latitude': '37.62194', 'longitude': '-82.23722'}",5175,1504,Burnwell,Valid,H4-an,37.621940,-82.237220,1990-01-01T00:00:00.000
152,Fell,"{'latitude': '40.2', 'longitude': '29.23333'}",5177,25000,Bursa,Valid,L6,40.200000,29.233330,1946-01-01T00:00:00.000
153,Fell,"{'latitude': '46.45', 'longitude': '25.78333'}",5178,5000,Buschhof,Valid,L6,46.450000,25.783330,1863-01-01T00:00:00.000
154,Fell,"{'latitude': '26.78333', 'longitude': '82.83333'}",5181,1500,Bustee,Valid,Aubrite,26.783330,82.833330,1852-01-01T00:00:00.000
155,Fell,"{'latitude': '27.08333', 'longitude': '84.08333'}",5183,29000,Butsura,Valid,H6,27.083330,84.083330,1861-01-01T00:00:00.000
156,Fell,"{'latitude': '52.996', 'longitude': '-109.84817'}",48654,41000,Buzzard Coulee,Valid,H4,52.996000,-109.848170,2008-01-01T00:00:00.000
157,Fell,"{'latitude': '37.98333', 'longitude': '-1.16667'}",5185,25000,Cabezo de Mayo,Valid,L/LL6,37.983330,-1.166670,1870-01-01T00:00:00.000
158,Fell,"{'latitude': '35.5', 'longitude': '-93.5'}",5186,48500,Cabin Creek,Valid,"Iron, IIIAB",35.500000,-93.500000,1886-01-01T00:00:00.000
159,Fell,"{'latitude': '43.83889', 'longitude': '20.33333'}",5187,212,Cacak,Valid,OC,43.838890,20.333330,1919-01-01T00:00:00.000
160,Fell,"{'latitude': '3.405', 'longitude': '-76.51'}",45976,478,Cali,Valid,H/L4,3.405000,-76.510000,2007-01-01T00:00:00.000
161,Fell,"{'latitude': '11.75', 'longitude': '122.33333'}",5200,2400,Calivo,Valid,Stone-uncl,11.750000,122.333330,1916-01-01T00:00:00.000
162,Fell,"{'latitude': '-7.03333', 'longitude': '-40.16667'}",5249,23680,Campos Sales,Valid,L5,-7.033330,-40.166670,1991-01-01T00:00:00.000
163,Fell,"{'latitude': '39.8', 'longitude': '26.6'}",5250,4000,Çanakkale,Valid,L6,39.800000,26.600000,1964-01-01T00:00:00.000
164,Fell,"{'latitude': '41.25', 'longitude': '1.66667'}",5251,945,Cañellas,Valid,H4,41.250000,1.666670,1861-01-01T00:00:00.000
165,Fell,"{'latitude': '43.38333', 'longitude': '-5.15'}",5252,34000,Cangas de Onis,Valid,H5,43.383330,-5.150000,1866-01-01T00:00:00.000
166,Fell,"{'latitude': '38.47028', 'longitude': '-105.24139'}",5253,1400,Canon City,Valid,H6,38.470280,-105.241390,1973-01-01T00:00:00.000
167,Fell,"{'latitude': '37.26667', 'longitude': '-89.58333'}",5260,2300,Cape Girardeau,Valid,H6,37.266670,-89.583330,1846-01-01T00:00:00.000
168,Fell,"{'latitude': '-30.88333', 'longitude': '-64.55'}",5264,750,Capilla del Monte,Valid,H6,-30.883330,-64.550000,1934-01-01T00:00:00.000
169,Fell,"{'latitude': '-16.66444', 'longitude': '-69.04389'}",45817,342,Carancas,Valid,H4-5,-16.664440,-69.043890,2007-01-01T00:00:00.000
170,Fell,"{'latitude': '38.5', 'longitude': '27.0'}",5265,8,Caratash,Valid,LL6,38.500000,27.000000,1902-01-01T00:00:00.000
171,Fell,"{'latitude': '36.08333', 'longitude': '-78.06667'}",5291,7300,Castalia,Valid,H5,36.083330,-78.066670,1874-01-01T00:00:00.000
172,Fell,"{'latitude': '43.35', 'longitude': '11.5'}",5292,0,Castel Berardenga,Valid,Stone-uncl,43.350000,11.500000,1791-01-01T00:00:00.000
173,Fell,"{'latitude': '44.38333', 'longitude': '-68.75'}",5293,94,Castine,Valid,L6,44.383330,-68.750000,1848-01-01T00:00:00.000
174,Fell,"{'latitude': '39.8', 'longitude': '16.2'}",5295,15000,Castrovillari,Valid,Stone-uncl,39.800000,16.200000,1583-01-01T00:00:00.000
175,Fell,"{'latitude': '36.5', 'longitude': '-79.25'}",5296,1360,Caswell County,Valid,OC,36.500000,-79.250000,1810-01-01T00:00:00.000
176,Fell,"{'latitude': '26.46667', 'longitude': '-105.23333'}",5306,1025,Ceniceros,Valid,L3.7,26.466670,-105.233330,1988-01-01T00:00:00.000
177,Fell,"{'latitude': '43.2', 'longitude': '-96.91667'}",5307,45.6,Centerville,Valid,H5,43.200000,-96.916670,1956-01-01T00:00:00.000
178,Fell,"{'latitude': '45.08333', 'longitude': '8.3'}",5308,6460,Cereseto,Valid,H5,45.083330,8.300000,1840-01-01T00:00:00.000
179,Fell,"{'latitude': '28.53333', 'longitude': '109.31667'}",5313,3700,Chadong,Valid,L6,28.533330,109.316670,1998-01-01T00:00:00.000
180,Fell,"{'latitude': '25.36667', 'longitude': '81.66667'}",5314,0.5,Chail,Valid,H6,25.366670,81.666670,1814-01-01T00:00:00.000
181,Fell,"{'latitude': '25.85', 'longitude': '83.48333'}",5315,8200,Chainpur,Valid,LL3.4,25.850000,83.483330,1907-01-01T00:00:00.000
182,Fell,"{'latitude': '-30.78333', 'longitude': '-58.05'}",5316,18300,Chajari,Valid,L5,-30.783330,-58.050000,1933-01-01T00:00:00.000
183,Fell,"{'latitude': '20.26667', 'longitude': '76.01667'}",5320,8800,Chandakapur,Valid,L5,20.266670,76.016670,1838-01-01T00:00:00.000
184,Fell,"{'latitude': '27.28333', 'longitude': '79.05'}",5321,1100,Chandpur,Valid,L6,27.283330,79.050000,1885-01-01T00:00:00.000
185,Fell,"{'latitude': '29.08333', 'longitude': '111.75'}",5322,1810,Changde,Valid,H5,29.083330,111.750000,1977-01-01T00:00:00.000
186,Fell,"{'latitude': '46.68333', 'longitude': '1.05'}",5325,31500,Chantonnay,Valid,L6,46.683330,1.050000,1812-01-01T00:00:00.000
187,Fell,"{'latitude': '36.16667', 'longitude': '-87.33333'}",5328,4300,Charlotte,Valid,"Iron, IVA",36.166670,-87.333330,1835-01-01T00:00:00.000
188,Fell,"{'latitude': '47.93333', 'longitude': '1.56667'}",5329,27000,Charsonville,Valid,H6,47.933330,1.566670,1810-01-01T00:00:00.000
189,Fell,"{'latitude': '29.48333', 'longitude': '75.5'}",5330,12000,Charwallas,Valid,H6,29.483330,75.500000,1834-01-01T00:00:00.000
190,Fell,"{'latitude': '47.71667', 'longitude': '5.36667'}",5331,4000,Chassigny,Valid,Martian (chassignite),47.716670,5.366670,1815-01-01T00:00:00.000
191,Fell,"{'latitude': '47.93333', 'longitude': '2.91667'}",5332,30000,Château-Renard,Valid,L6,47.933330,2.916670,1841-01-01T00:00:00.000
192,Fell,"{'latitude': '41.93333', 'longitude': '-7.46667'}",5334,2945,Chaves,Valid,Howardite,41.933330,-7.466670,1925-01-01T00:00:00.000
193,Fell,"{'latitude': '-3.66667', 'longitude': '32.5'}",5338,2936,Chela,Valid,H4,-3.666670,32.500000,1988-01-01T00:00:00.000
194,Fell,"{'latitude': '54.81667', 'longitude': '61.11667'}",57165,100000,Chelyabinsk,Valid,LL5,54.816670,61.116670,2013-01-01T00:00:00.000
195,Fell,"{'latitude': '23.69639', 'longitude': '-5.01472'}",47347,100000,Chergach ,Valid,H5,23.696390,-5.014720,2007-01-01T00:00:00.000
196,Fell,"{'latitude': '53.7', 'longitude': '30.1'}",5339,6000,Chernyi Bor,Valid,H4,53.700000,30.100000,1964-01-01T00:00:00.000
197,Fell,"{'latitude': '35.03333', 'longitude': '-81.88333'}",5340,8400,Cherokee Springs,Valid,LL6,35.033330,-81.883330,1933-01-01T00:00:00.000
198,Fell,"{'latitude': '46.55', 'longitude': '6.81667'}",5341,705,Chervettaz,Valid,L5,46.550000,6.816670,1901-01-01T00:00:00.000
199,Fell,"{'latitude': '50.83333', 'longitude': '34.0'}",5342,1700,Chervony Kut,Valid,Eucrite-mmict,50.833330,34.000000,1939-01-01T00:00:00.000
200,Fell,"{'latitude': '14.5', 'longitude': '76.5'}",5344,72,Chetrinahatti,Valid,Stone-uncl,14.500000,76.500000,1880-01-01T00:00:00.000
201,Fell,"{'latitude': '17.9', 'longitude': '101.63333'}",5345,367,Chiang Khan,Valid,H6,17.900000,101.633330,1981-01-01T00:00:00.000
202,Fell,"{'latitude': '40.93333', 'longitude': '-79.73333'}",5349,303,Chicora,Valid,LL6,40.933330,-79.733330,1938-01-01T00:00:00.000
203,Fell,"{'latitude': '-10.05944', 'longitude': '33.395'}",5355,3920,Chisenga,Valid,"Iron, IIIAB",-10.059440,33.395000,1988-01-01T00:00:00.000
204,Fell,"{'latitude': '-17.35', 'longitude': '13.96667'}",5356,0,Chitado,Valid,L6,-17.350000,13.966670,1966-01-01T00:00:00.000
205,Fell,"{'latitude': '47.47083', 'longitude': '0.97667'}",5357,4000,Chitenay,Valid,L6,47.470830,0.976670,1978-01-01T00:00:00.000
206,Fell,"{'latitude': '-6.95', 'longitude': '108.1'}",5364,1600,Cilimus,Valid,L5,-6.950000,108.100000,1979-01-01T00:00:00.000
207,Fell,"{'latitude': '32.1025', 'longitude': '-81.87278'}",5374,1455,Claxton,Valid,L6,32.102500,-81.872780,1984-01-01T00:00:00.000
208,Fell,0,5383,48.6,Clohars,Valid,L4,0,0,1822-01-01T00:00:00.000
209,Fell,"{'latitude': '44.9', 'longitude': '-90.28333'}",5395,104000,Colby (Wisconsin),Valid,L6,44.900000,-90.283330,1917-01-01T00:00:00.000
210,Fell,"{'latitude': '-33.13333', 'longitude': '19.38333'}",5397,5200,Cold Bokkeveld,Valid,CM2,-33.133330,19.383330,1838-01-01T00:00:00.000
